,link,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
3251,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_saveiro-cross-2014-731094892,vwvolkswagen,40000,pickup,saveiro,manual,2014,106000,1.6,flex,hidráulica,branco,0,saveiro cross 1.6 mi total flex 8v ce,2 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3252,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-voyage-1-6-msi-totalflex-trendline-4p-manual-719928291,vwvolkswagen,39900,passeio,voyage,manual,2018,13381,1.6,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
3253,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-pepper-1-6-top-linha-imotion-711449627,vwvolkswagen,37499,passeio,fox,semiautomático,2016,55000,1.6,flex,hidráulica,branco,não,fox pepper i motion 1.6 flex 16v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3254,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-voyage-2014-g6-18-800-737944058,vwvolkswagen,18800,passeio,voyage,manual,2014,215,1,flex,hidráulica,preto,0,voyage 1.0 1.0 city mi total flex 8v 4p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
3255,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-class-1-0-2013-8v-1-anodegarantia-730807350,ford,20990,hatch,fiesta,manual,2013,97000,1,flex,mecnica,vermelho,sim,fiesta class 1.0 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, alarme, som",0
3256,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-g6-1-0-track-2014-716782193,vwvolkswagen,25989,passeio,gol,manual,2014,127590,1,flex,hidráulica,branco,não,gol track 1.0 total flex 12v 5p,4 portas,de leilão,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3257,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-freestyle-automatica-15-15-bancos-em-couro-baixa-quilometragem-728726526,ford,47000,0,ecosport,automático,2015,39000,2.02.9,flex,elétrica,preto,sim,ecosport freestyle 2.0 16v flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3258,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fusion-2-5-flex-731519343,ford,63900,sedã,fusion,automático,2016,77000,2.02.9,flex,elétrica,cinza,sim,fusion 2.5l i vct flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3259,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-titanium-muito-novo-732409286,ford,55000,sedã,focus,automático,2016,35000,2.02.9,flex,elétrica,branco,sim,focus fastback tit. t.plus 2.0 flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3260,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-gol-novo-1-0mi-geracao-6-727617323,vwvolkswagen,24900,0,gol,manual,2013,58000,0,flex,hidráulica,0,0,gol  novo  1.0 mi total flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica",
3261,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-fox-2017-736474130,vwvolkswagen,37900,hatch,fox,manual,2017,18000,1,flex,elétrica,preto,sim,fox comfortline 1.0 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3262,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-se-1-5-ano-2018-2018-737375337,ford,36500,hatch,ka,manual,2018,30000,1.5,flex,hidráulica,prata,sim,ka 1.5 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3263,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-file-735482919,ford,21499,hatch,fiesta,manual,2014,51000,1,flex,hidráulica,preto,não,fiesta se 1.0 8v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",1
3264,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-gol-trend-2014-720314953,vwvolkswagen,26500,hatch,gol,manual,2014,78000,1,flex,hidráulica,preto,não,gol  novo  1.0 mi total flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",
3265,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_novo-polo-1-0-2018-conect-pack-completo-r-liga-azul-metalico-738052503,vwvolkswagen,43800,hatch,polo,manual,2018,65,1,flex,elétrica,azul,sim,polo 1.0 flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3266,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ecosport-1-6-freestyle-16v-flex-4p-manual-726989649,ford,34900,passeio,ecosport,manual,2015,91090,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
3267,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-1-6-titanium-sedan-16v-flex-4p-automatico-714969794,ford,34900,passeio,fiesta,automático,2014,81000,1.6,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",
3268,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-731992575,ford,27000,passeio,ka,manual,2015,37000,1,flex,elétrica,0,sim,ka 1.0 8v 1.0 8v st flex 3p,4 portas,de leilão,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
3269,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_wv-voyage-completo-trend-1-6-2018-715280723,vwvolkswagen,38900,sedã,voyage,manual,2018,36000,1.6,flex,hidráulica,preto,não,voyage trend 1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3270,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_36-ford-ka-preto-2016-733647920,ford,29900,passeio,ka,automático,2016,30,1.5,flex,hidráulica,preto,sim,ka 1.5 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
3271,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-1-0-2012-13-completo-715602997,vwvolkswagen,23500,hatch,gol,manual,2013,86,1,flex,hidráulica,preto,0,gol trendline 1.0 t.flex 8v 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3272,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_qualidade-e-conforto-e-aqui-726280992,ford,60000,suv,ecosport,automático,2017,30000,1.6,flex,elétrica,vermelho,sim,ecosport s 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3273,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-2-0-se-fastback-16v-flex-4p-powershift-701993785,ford,53990,0,focus,automático,2018,16025,0,flex,0,0,0,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, sensor de ré",0
3274,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_golf-highiline-aa-1-4-completo-super-novo-unico-dono-entrada-48x999-00-734905212,vwvolkswagen,45900,hatch,golf,automático,2014,46900,1.4,flex,elétrica,preto,sim,golf highline 1.4 tsi total flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3275,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-1-6-2017-completo-gnv-717228704,vwvolkswagen,37900,hatch,gol,manual,2017,1,1.6,flex,hidráulica,branco,sim,gol  novo  1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3276,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-g6-itrend-1-6-723691538,vwvolkswagen,31000,sedã,voyage,manual,2013,85000,1.6,flex,hidráulica,cinza,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
3277,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-2013-1-6-completo-716321720,ford,25000,hatch,fiesta,manual,2013,112,1.6,flex,hidráulica,branco,sim,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3278,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-golf-2-0-mi-black-edition-8v-flex-4p-tiptronic-732197780,vwvolkswagen,41890,passeio,golf,automático,2013,810,2.02.9,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado",0
3279,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-725715399,ford,28000,hatch,focus,manual,2013,131000,1.6,flex,hidráulica,branco,não,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
3280,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-1-6-class-hatch-8v-flex-4p-722004521,ford,22500,hatch,fiesta,manual,2013,78000,1.6,flex,hidráulica,branco,não,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3281,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vw-up-2015-muito-barato-735894795,vwvolkswagen,21900,hatch,up,0,2015,60000,1,flex,elétrica,preto,sim,up  take 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
3282,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-gol-1-0-mi-8v-g-v-730379896,vwvolkswagen,30990,passeio,gol,manual,2014,36000,0,flex,0,0,0,gol  novo  1.0 mi total flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",
3283,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-freestyle-2017-735408511,ford,57000,suv,ecosport,automático,2017,80000,1.6,flex,hidráulica,prata,não,ecosport freestyle 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3284,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_up-cross-tsi-2016-715179045,vwvolkswagen,39900,hatch,up,manual,2016,65000,1,flex,elétrica,vermelho,sim,up  cross 1.0 tsi total flex 12v 5p,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
3285,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-gol-1-0-mpi-trendline-flex-727899482,vwvolkswagen,34000,hatch,gol,manual,2018,22000,1,flex,hidráulica,branco,sim,gol 1.0 trend  power 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",
3286,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-1-6-rocam-se-8v-flex-4p-manual-694084027,ford,22900,passeio,fiesta,manual,2013,56000,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
3287,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_polo-sedan-2013-1-6-731678472,vwvolkswagen,28000,sedã,polo,manual,2013,44000,1.6,flex,elétrica,preto,não,polo sed.comfort. i motion 1.6 t.flex 4p,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
3288,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-0-sel-12v-flex-4p-manual-707340803,ford,29500,0,ka,manual,2017,50000,0,flex,0,0,0,0,4 portas,0,"vidro elétrico, ar condicionado",0
3289,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-fiesta-1-6-2014-737951274,ford,16500,sedã,0,manual,2014,110000,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",0
3290,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-fox-1-6-mi-comfortline-8v-flex-4p-manual-729231197,vwvolkswagen,36900,passeio,fox,manual,2015,4750,1.6,flex,elétrica,cinza,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
3291,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_troco-ford-fusion-738393159,ford,55000,sedã,fusion,automático,2013,59000,2.02.9,flex,elétrica,prata,sim,fusion 2.5l i vct flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3292,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-trendline-1-6-flex-completo-714015094,vwvolkswagen,37900,sedã,voyage,manual,2017,49000,1.6,flex,hidráulica,prata,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3293,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-0-se-12v-flex-4p-manual-731398238,ford,33990,0,ka,manual,2017,24000,0,flex,0,0,0,0,4 portas,0,"vidro elétrico, ar condicionado",0
3294,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_automoveis-733519151,ford,31400,hatch,ka,manual,2017,43000,1,flex,elétrica,preto,não,ka 1.0 sel tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, som, sensor de ré",0
3295,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-2015-2016-1-5-s-hatch-16v-flex-4p-manual-722368805,ford,36800,passeio,fiesta,manual,2016,52500,0,flex,0,0,0,fiesta 1.5 16v flex mec. 5p,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",0
3296,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-sedan-1-6-sigma-736332132,ford,40000,sedã,focus,manual,2014,40000,1.6,flex,elétrica,cinza,sim,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
3297,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_focus-sedan-732486446,ford,50000,sedã,focus,automático,2015,40000,2.02.9,flex,hidráulica,cinza,sim,focus sedan 2.0 16v 2.0 16v flex 4p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3298,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-fox-1-6-mi-8v-flex-4p-manual-725099709,vwvolkswagen,29900,passeio,fox,manual,2013,54800,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
3299,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_carro-711681625,ford,21900,sedã,fiesta,manual,2013,89500,1.6,flex,hidráulica,preto,não,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,ipva pago,"trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3300,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_lindo-fox-717823551,vwvolkswagen,27000,hatch,fox,manual,2014,96000,0,flex,0,prata,sim,fox bluemotion 1.0 mi total flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3301,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-se-hatch-683617888,ford,35900,hatch,ka,manual,2018,16000,1,flex,hidráulica,preto,0,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
3302,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_jetta-723320345,vwvolkswagen,47000,sedã,jetta,automático,2015,138000,2.02.9,flex,hidráulica,branco,sim,jetta comfortline  2.0 t.flex 8v 4p mec.,4 portas,com multas,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
3303,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-0-se-12v-flex-4p-manual-710702377,ford,31192,passeio,ka,manual,2018,0,1,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
3304,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-2015-2016-1-0-se-plus-12v-flex-4p-manual-718355757,ford,32890,passeio,ka,manual,2016,65569,0,flex,0,0,0,ka 1.0 se se plus tivct flex 5p,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",0
3305,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-saveiro-1-6-cross-ce-16v-flex-2p-manual-702682678,vwvolkswagen,63990,passeio,saveiro,manual,2018,27902,1.6,flex,hidráulica,preto,sim,0,2 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
3306,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_new-fiesta-2016-713682524,ford,34900,hatch,fiesta,manual,2016,75000,1.5,flex,hidráulica,branco,não,fiesta se 1.6 8v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3307,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-voyage-2018-1-6-msi-totalflex-trendline-4p-manual-708548835,vwvolkswagen,42900,0,voyage,manual,2018,26488,0,flex,0,0,0,voyage trend 1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",0
3308,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-1-6-se-16v-722810873,ford,50990,passeio,focus,manual,2016,44000,0,flex,0,0,0,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, direção hidráulica",0
3309,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-5-se-713056599,ford,36000,hatch,ka,manual,2018,29000,1.5,flex,elétrica,vermelho,sim,ka 1.5 se 12v flex 5p mec.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
3310,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-saveiro-1-6-msi-robust-cs-8v-flex-2p-manual-729278947,vwvolkswagen,29900,passeio,saveiro,manual,2018,25655,1.6,flex,hidráulica,branco,sim,0,2 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
3311,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-1-6-completissimo-2013-731532294,ford,29887,0,focus,manual,2013,93000,0,flex,0,0,0,focus 1.6 s 1.6 se flex 16v 5p aut,0,0,0,1
3312,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-1-0-2014-unico-dono-raridade-726356328,vwvolkswagen,24399,hatch,fox,manual,2014,66000,1,flex,hidráulica,vermelho,não,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
3313,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-0-se-12v-flex-4p-manual-725587672,ford,32990,0,ka,manual,2015,32550,0,flex,0,0,0,0,4 portas,0,"vidro elétrico, ar condicionado",0
3314,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-comfortline-736439522,vwvolkswagen,34900,hatch,fox,manual,2015,65000,0,flex,hidráulica,branco,sim,fox comfortline 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
3315,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_saveiro-cross-cd-gnv-5-g-carro-file-consigo-financiamento-2015-731877021,vwvolkswagen,43900,passeio,saveiro,manual,2015,100,1.6,flex,elétrica,outra,não,saveiro cross 1.6 t.flex 16v cd,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
3316,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-sedan-se-1-6-flex-728925389,ford,39900,sedã,fiesta,manual,2015,57000,1.6,flex,0,branco,sim,fiesta sedan se 1.6 16v flex 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3317,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_jetta-713154730,vwvolkswagen,48500,sedã,jetta,automático,2014,47700,2.02.9,flex,hidráulica,prata,0,jetta comfortline 2.0 t.flex 8v 4p tipt.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3318,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-sedan-734456431,ford,48900,sedã,focus,automático,2015,0,1.6,flex,hidráulica,prata,sim,focus 1.6 s 1.6 se flex 16v 5p aut,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3319,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_forde-focos-13-13-flex-1-6-manual-717681837,ford,32000,sedã,focus,manual,2013,0,1.6,flex,hidráulica,prata,não,focus sedan 1.6 1.6 flex 8v 16v 4p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3320,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-voyage-2015-2015-1-0-mi-8v-flex-4p-manual-657515005,vwvolkswagen,26900,passeio,voyage,manual,2015,1525,0,flex,0,0,0,voyage  trendline 1.0 t.flex 8v 4p,4 portas,0,"air bag, air bag, ar condicionado, direção hidráulica",
3321,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-729557341,ford,53500,suv,ecosport,manual,2017,14496,1.6,flex,elétrica,branco,não,ecosport se 1.6 16v flex 5p mec.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
3322,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-titaniun-km-baixa-top-de-linha-claudio-21-9-7-6-0-4-2-5-4-8-684998231,ford,49899,suv,ecosport,automático,2014,55000,2.02.9,flex,elétrica,branco,sim,ecosport titanium 2.0 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3323,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_polo-msi-1-6-2018-726501804,vwvolkswagen,28900,hatch,polo,manual,2018,16947,0,flex,elétrica,branco,não,polo 1.6 msi flex 16v 5p,4 portas,com multas,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3324,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-fox-comfortline-1-6-msi-2015-729775180,vwvolkswagen,35900,0,fox,manual,2015,52000,0,flex,elétrica,0,0,fox comfortline 1.6 flex 8v 5p,4 portas,0,"air bag, ar condicionado, alarme",0
